
project<,>/ˈprɒdʒekt/<,>/ˈprɑːdʒekt/<,>n.工程/n.课题/n.作业<,>The new highway project will start next month.<,>新的高速公路工程将于下个月开工。<,>Our group is working on a science project.<,>我们小组正在做一个科学课题。<,>She spent all weekend finishing her art project.<,>她花了整个周末完成她的美术作业。<,>pro(向前)+ject(投掷)→向前投→规划的项目<,>reject(v.拒绝)/inject(v.注射)/object(n.物体)
advantage<,>/ədˈvɑːntɪdʒ/<,>/ədˈvæntɪdʒ/<,>n.优势/n.优点/n.好处<,>Her experience gave her an advantage in the competition.<,>她的经验使她在比赛中占据优势。<,>One of the advantages of living in the city is the convenience.<,>住在城市的一个好处就是方便。<,>He took advantage of the opportunity to learn new skills.<,>他利用这个机会学习新技能。<,>ad(朝向) + vantage(优势)→朝向优势→优势<,>disadvantage(n.劣势/n.不利条件)/advantageous(adj.有利的)/vantage(n.优势/n.有利地位)  

upper<,>/ˈʌpə(r)/<,>/ˈʌpər/<,>adj.上面的/adj.地位较高的<,>She lives in the upper part of the building.<,>她住在这栋楼的上面部分。<,>He belongs to the upper class of society.<,>他属于社会的上层阶级。<,>The upper floor has a better view.<,>上层楼的视野更好。<,>up(上) + er(比较级)→更上面的→上面的<,>lower(adj.下面的/adj.地位较低的)/uppermost(adj.最高的/adv.最上面)  

senior<,>/ˈsiːniə(r)/<,>/ˈsiːnjər/<,>adj.地位较高的<,>She is a senior manager in the company.<,>她是公司的高级经理。<,>He is ten years senior to me.<,>他比我年长十岁。<,>The senior members made the final decision.<,>资深成员做出了最终决定。<,>sen(老) + ior(比较级)→更老的→地位较高的<,>junior(adj.地位较低的/adj.年少的)/seniority(n.资历/n.年长)  

regular<,>/ˈreɡjələ(r)/<,>/ˈreɡjələr/<,>adj.规则的/adj.整齐的<,>He keeps a regular schedule.<,>他保持着规律的作息。<,>The soldiers stood in regular rows.<,>士兵们站成整齐的队列。<,>She is a regular customer at this store.<,>她是这家店的常客。<,>reg(统治) + ular(形容词后缀)→受统治的→规则的<,>irregular(adj.不规则的)/regulate(v.调节/v.控制)  

majority<,>/məˈdʒɒrəti/<,>/məˈdʒɔːrəti/<,>n.多数/n.大多数<,>The majority of people voted for the new policy.<,>大多数人投票支持新政策。<,>She won the election by a large majority.<,>她以压倒性多数赢得了选举。<,>In the majority of cases, the treatment is effective.<,>在大多数情况下，这种治疗是有效的。<,>major(主要的) + ity(名词后缀)→大多数<,>minority(n.少数)/major(adj.主要的/n.专业)  

blossom<,>/ˈblɒsəm/<,>/ˈblɑːsəm/<,>n.花/n.开花/v.开花<,>The cherry trees are in full blossom.<,>樱花树开满了花。<,>Her talent began to blossom at a young age.<,>她的才华在年轻时就开始展现。<,>The friendship blossomed into love.<,>友谊发展成了爱情。<,>bloom(开花) + some(形容词后缀)→开花<,>bloom(v.开花/n.花)/foliage(n.叶子)  

heading<,>/ˈhedɪŋ/<,>/ˈhedɪŋ/<,>n.标题/n.题词/n.题名<,>The heading of the article was eye-catching.<,>这篇文章的标题很吸引人。<,>Write your name under the heading.<,>把你的名字写在标题下面。<,>The chapter headings help organize the book.<,>章节标题有助于组织书籍内容。<,>head(头) + ing(名词后缀)→文章的头部→标题<,>header(n.页眉)/headline(n.标题/n.头条)  

fridge<,>/frɪdʒ/<,>/frɪdʒ/<,>n.电冰箱<,>Please put the milk back in the fridge.<,>请把牛奶放回冰箱。<,>The fridge is not working properly.<,>冰箱运转不正常。<,>We need to buy a new fridge.<,>我们需要买一台新冰箱。<,>refrigerator(冰箱)的缩写→fridge<,>freezer(n.冷冻柜)/refrigerator(n.冰箱)  

destruction<,>/dɪˈstrʌkʃn/<,>/dɪˈstrʌkʃn/<,>n.破坏/n.毁灭/n.消灭<,>The hurricane caused widespread destruction.<,>飓风造成了大规模的破坏。<,>War brings destruction and suffering.<,>战争带来毁灭和苦难。<,>The fire led to the destruction of the building.<,>大火导致建筑物被毁。<,>de(向下) + struct(建造) + ion(名词后缀)→向下建造→破坏<,>construction(n.建设)/destructive(adj.破坏性的)  

commerce<,>/ˈkɒmɜːs/<,>/ˈkɑːmɜːrs/<,>n.商业/n.贸易/n.社交<,>E-commerce has grown rapidly in recent years.<,>电子商务近年来发展迅速。<,>The city is a center of commerce and culture.<,>这座城市是商业和文化的中心。<,>International commerce requires good communication.<,>国际贸易需要良好的沟通。<,>com(共同) + merce(贸易)→共同贸易→商业<,>commercial(adj.商业的/n.广告)/merchant(n.商人)
transmission<,>/trænzˈmɪʃən/<,>/trænzˈmɪʃən/<,>n.传送/n.传动/n.发射<,>The transmission of data is very fast with this new technology.<,>这种新技术的数据传输速度非常快。<,>The car's transmission needs to be repaired.<,>这辆车的传动系统需要修理了。<,>They are working on the transmission of radio signals.<,>他们正在研究无线电信号的发射。<,>trans(穿过)+miss(发送)+ion(名词后缀)→传送<,>transition(n.过渡/v.转变)/mission(n.任务/n.代表团)  

German<,>/ˈdʒɜːmən/<,>/ˈdʒɜːrmən/<,>adj.德国的/n.德国人<,>She is learning German at school.<,>她在学校学习德语。<,>He is a German who works in China.<,>他是在中国工作的德国人。<,>German cars are famous for their quality.<,>德国汽车以质量闻名。<,>Germany(德国)+an(形容词后缀)→德国的<,>germane(adj.有关的)/germ(n.细菌/n.萌芽)  

elsewhere<,>/ˌelsˈweə(r)/<,>/ˌelsˈwer/<,>adv.在别处/adv.向别处<,>If you can't find it here, look elsewhere.<,>如果你在这里找不到，就去别处找找。<,>He decided to seek opportunities elsewhere.<,>他决定去别处寻找机会。<,>The store is closed, so we have to shop elsewhere.<,>这家店关门了，我们得去别处购物。<,>else(别的)+where(地方)→在别处<,>somewhere(adv.某处)/nowhere(adv.无处)  

British<,>/ˈbrɪtɪʃ/<,>/ˈbrɪtɪʃ/<,>adj.不列颠的/adj.英联邦的<,>She has a British accent.<,>她有英国口音。<,>The British government made an announcement yesterday.<,>英国政府昨天发布了一项声明。<,>This is a traditional British dish.<,>这是一道传统的英国菜。<,>Britain(不列颠)+ish(形容词后缀)→不列颠的<,>Briton(n.英国人)/brutish(adj.粗野的)  

discover<,>/dɪˈskʌvə(r)/<,>/dɪˈskʌvər/<,>v.发现<,>Columbus discovered America in 1492.<,>哥伦布于1492年发现了美洲。<,>Scientists have discovered a new species of fish.<,>科学家们发现了一种新的鱼类。<,>She discovered that her friend had lied to her.<,>她发现她的朋友对她撒了谎。<,>dis(否定)+cover(覆盖)→揭开覆盖→发现<,>disclose(v.揭露)/recover(v.恢复)  

series<,>/ˈsɪəriːz/<,>/ˈsɪriːz/<,>n.连续/n.系列/n.丛书<,>He gave a series of lectures on modern art.<,>他做了一系列关于现代艺术的讲座。<,>This is the first book in the series.<,>这是该系列的第一本书。<,>A series of accidents happened on this road.<,>这条路上发生了一连串的事故。<,>seri(连续)+es(名词后缀)→系列<,>serious(adj.严肃的)/serial(adj.连续的)  

personnel<,>/ˌpɜːsəˈnel/<,>/ˌpɜːrsəˈnel/<,>n.全体人员/n.全体职员<,>The company is hiring new personnel.<,>公司正在招聘新员工。<,>All personnel must attend the meeting.<,>所有员工都必须参加会议。<,>The personnel department handles hiring and firing.<,>人事部门负责招聘和解雇。<,>person(人)+nel(名词后缀)→人员<,>personal(adj.个人的)/personality(n.个性)  

faulty<,>/ˈfɔːlti/<,>/ˈfɔːlti/<,>adj.有缺点的/adj.有错误的<,>The machine was returned because it was faulty.<,>这台机器因为有缺陷被退回了。<,>His argument was based on faulty logic.<,>他的论点基于错误的逻辑。<,>The product was recalled due to faulty wiring.<,>该产品因线路问题被召回。<,>fault(错误)+y(形容词后缀)→有错误的<,>faultless(adj.完美的)/default(n.违约)  

inherit<,>/ɪnˈherɪt/<,>/ɪnˈherɪt/<,>v.继承(传统等)<,>She inherited a large fortune from her grandfather.<,>她从祖父那里继承了一大笔财产。<,>He inherited his father's business.<,>他继承了父亲的生意。<,>This tradition has been inherited for generations.<,>这个传统已经传承了好几代。<,>in(内)+herit(继承)→继承<,>inherent(adj.固有的)/heritage(n.遗产)  

famous<,>/ˈfeɪməs/<,>/ˈfeɪməs/<,>adj.著名的/adj.出名的<,>Shakespeare is a famous English writer.<,>莎士比亚是著名的英国作家。<,>This restaurant is famous for its seafood.<,>这家餐厅以海鲜闻名。<,>She became famous overnight after the movie was released.<,>电影上映后，她一夜成名。<,>fame(名声)+ous(形容词后缀)→著名的<,>infamous(adj.声名狼藉的)/famed(adj.有名的)
only<,>/ˈəʊnli/<,>/ˈoʊnli/<,>adv.只/adv.仅仅/adj.唯一的<,>She is the only person who can help us.<,>她是唯一能帮助我们的人。<,>He only eats vegetables.<,>他只吃蔬菜。<,>This is the only book I have.<,>这是我唯一的一本书。<,>on(在)+ly(副词后缀)→仅仅<,>lonely(adj.孤独的)/solely(adv.单独地)/one(adj.一个的)

resolve<,>/rɪˈzɒlv/<,>/rɪˈzɑːlv/<,>v.解决/v.决心/n.决心<,>They resolved the conflict peacefully.<,>他们和平解决了冲突。<,>She resolved to study harder.<,>她决心更加努力学习。<,>His resolve to quit smoking is strong.<,>他戒烟的决心很坚定。<,>re(再)+solve(解决)→再次解决→决心<,>dissolve(v.溶解)/absolve(v.免除)/resolute(adj.坚决的)

gold<,>/ɡəʊld/<,>/ɡoʊld/<,>n.金/adj.金制的<,>She wore a gold necklace.<,>她戴着一条金项链。<,>The Olympic medal is made of gold.<,>奥运奖牌是用金子做的。<,>Gold prices have risen recently.<,>最近金价上涨了。<,>g(金属符号)+old(古老的)→古老的金属→金<,>gild(v.镀金)/golden(adj.金色的)/golf(n.高尔夫)

leisure<,>/ˈleʒə(r)/<,>/ˈliːʒər/<,>n.空闲时间/n.悠闲<,>He enjoys reading in his leisure time.<,>他喜欢在空闲时间阅读。<,>They lead a life of leisure.<,>他们过着悠闲的生活。<,>The park is a place for leisure activities.<,>公园是休闲活动的地方。<,>lei(累)+sure(确定)→累了确定要休息→空闲<,>pleasure(n.愉快)/measure(n.措施)/treasure(n.财富)

breathe<,>/briːð/<,>/briːð/<,>v.呼吸<,>Take a deep breathe and relax.<,>深呼吸然后放松。<,>Fish breathe through gills.<,>鱼用鳃呼吸。<,>It's hard to breathe in this polluted air.<,>在这种污染的空气中呼吸很困难。<,>breath(呼吸)+e(动词后缀)→呼吸<,>breath(n.呼吸)/bread(n.面包)/breach(n.违反)

metre<,>/ˈmiːtə(r)/<,>/ˈmiːtər/<,>n.米/n.公尺<,>The room is five metres long.<,>这个房间有五米长。<,>He ran 100 metres in 10 seconds.<,>他10秒跑了100米。<,>The fabric is sold by the metre.<,>这种布料按米出售。<,>me(我)+tre(树)→我和树之间的距离是1米→米<,>meter(n.计量器)/meteor(n.流星)/meet(v.遇见)

rainbow<,>/ˈreɪnbəʊ/<,>/ˈreɪnboʊ/<,>n.虹/n.彩虹<,>After the rain, a beautiful rainbow appeared.<,>雨后出现了一道美丽的彩虹。<,>The children were excited to see the rainbow.<,>孩子们看到彩虹很兴奋。<,>She wore a rainbow-colored dress.<,>她穿了一件彩虹色的裙子。<,>rain(雨)+bow(弓)→雨后的弓形→彩虹<,>raincoat(n.雨衣)/rainfall(n.降雨量)/bow(n.弓)

furniture<,>/ˈfɜːnɪtʃə(r)/<,>/ˈfɜːrnɪtʃər/<,>n.家具<,>They bought new furniture for their house.<,>他们为房子买了新家具。<,>The furniture in this room is antique.<,>这个房间的家具是古董。<,>We need to move the furniture to clean.<,>我们需要移动家具来打扫。<,>furn(提供)+iture(名词后缀)→提供的东西→家具<,>furnish(v.布置)/future(n.未来)/furnace(n.熔炉)

outer<,>/ˈaʊtə(r)/<,>/ˈaʊtər/<,>adj.外部的/adj.外面的<,>He wore an outer coat to keep warm.<,>他穿了件外套保暖。<,>The outer layer of the Earth is called the crust.<,>地球的外层叫做地壳。<,>The outer space is full of mysteries.<,>外层空间充满神秘。<,>out(外)+er(比较级)→更外面的→外部的<,>inner(adj.内部的)/utter(v.说出)/other(adj.其他的)

college<,>/ˈkɒlɪdʒ/<,>/ˈkɑːlɪdʒ/<,>n.学院/n.大学<,>She is studying at a medical college.<,>她在一所医学院学习。<,>He graduated from college last year.<,>他去年大学毕业。<,>College life is full of challenges.<,>大学生活充满挑战。<,>col(共同)+lege(法律)→共同学习法律的地方→学院<,>colleague(n.同事)/collage(n.拼贴画)/collect(v.收集)
mother<,>/ˈmʌðə(r)/<,>/ˈmʌðər/<,>n.母亲/n.妈妈<,>My mother is the kindest person I know.<,>我妈妈是我认识的最善良的人。<,>She became a mother at the age of 25.<,>她在25岁时成为了母亲。<,>Mother's Day is celebrated in May.<,>母亲节在五月庆祝。<,>moth(蛾)+er→像蛾一样温柔的人→母亲<,>father(n.父亲)/brother(n.兄弟)/other(adj.其他的)

hour<,>/ˈaʊə(r)/<,>/ˈaʊər/<,>n.小时/n.时间/n.时刻<,>I'll meet you in an hour.<,>我一小时后见你。<,>This is the hour of decision.<,>这是做决定的时刻。<,>He works long hours every day.<,>他每天工作很长时间。<,>h+our(我们的)→我们共有的时间单位→小时<,>our(pron.我们的)/flour(n.面粉)/sour(adj.酸的)

respective<,>/rɪˈspektɪv/<,>/rɪˈspektɪv/<,>adj.各自的/adj.各个的<,>They went to their respective rooms.<,>他们去了各自的房间。<,>The teams returned to their respective countries.<,>各队回到了各自的国家。<,>We discussed our respective plans.<,>我们讨论了各自的计划。<,>re(再)+spect(看)+ive→各自再看一遍→各自的<,>respect(n.尊敬)/perspective(n.观点)/retrospective(adj.回顾的)

crop<,>/krɒp/<,>/krɑːp/<,>n.农作物/n.庄稼/n.一熟/n.一季的收成<,>The farmers harvested their crops.<,>农民们收获了他们的庄稼。<,>This year's wheat crop is excellent.<,>今年小麦收成很好。<,>He cut his hair in a short crop.<,>他把头发剪得很短。<,>cr(哭)+op(操作)→农民操作庄稼有时会哭→农作物<,>drop(v.掉落)/prop(n.支柱)/cop(n.警察)

feel<,>/fiːl/<,>/fil/<,>v.有知觉/v.触/v.摸<,>I feel happy today.<,>我今天感到很开心。<,>Feel how soft this fabric is.<,>摸摸看这布料多柔软。<,>I can feel the wind on my face.<,>我能感觉到脸上的风。<,>fee(费)+l(了)→感觉要收费了→感觉<,>fell(v.砍伐)/heel(n.脚后跟)/peel(v.剥皮)

ounce<,>/aʊns/<,>/aʊns/<,>n.盎司/n.英两<,>Add an ounce of sugar to the mixture.<,>在混合物中加入一盎司糖。<,>He doesn't have an ounce of common sense.<,>他一点常识都没有。<,>The baby gained three ounces this week.<,>宝宝这周重了三盎司。<,>oun(欧)+ce(测)→欧洲的测量单位→盎司<,>bounce(v.弹跳)/pounce(v.猛扑)/announce(v.宣布)

handle<,>/ˈhændl/<,>/ˈhændl/<,>n.柄/n.把手/v.拿/v.触<,>Hold the handle firmly when opening the door.<,>开门时要握紧把手。<,>She knows how to handle difficult situations.<,>她知道如何处理困难情况。<,>This suitcase is easy to handle.<,>这个手提箱很容易拿。<,>hand(手)+le(了)→用手操作的东西→把手<,>candle(n.蜡烛)/sand(n.沙子)/dandle(v.娇惯)

active<,>/ˈæktɪv/<,>/ˈæktɪv/<,>adj.活跃的/adj.积极的<,>She takes an active part in school activities.<,>她积极参加学校活动。<,>Volcanoes can remain active for many years.<,>火山可以保持活跃很多年。<,>He has an active imagination.<,>他有活跃的想象力。<,>act(行动)+ive(的)→喜欢行动的→活跃的<,>action(n.行动)/actor(n.演员)/actual(adj.实际的)

conservation<,>/ˌkɒnsəˈveɪʃn/<,>/ˌkɑːnsərˈveɪʃn/<,>n.保存/n.保护<,>Water conservation is important in dry areas.<,>在干旱地区节约用水很重要。<,>The museum is involved in art conservation.<,>博物馆参与艺术品保护工作。<,>Energy conservation helps protect the environment.<,>节约能源有助于保护环境。<,>con(共同)+serve(保存)+ation→共同保存→保护<,>conversation(n.谈话)/reservation(n.预订)/observation(n.观察)

game<,>/ɡeɪm/<,>/ɡeɪm/<,>n.游戏/n.比赛/n.猎物<,>Let's play a board game tonight.<,>今晚我们玩个棋盘游戏吧。<,>He's very good at computer games.<,>他非常擅长电脑游戏。<,>The hunters tracked their game through the forest.<,>猎人们在森林中追踪猎物。<,>ga(嘎)+me(我)→嘎嘎叫的我参加游戏→游戏<,>fame(n.名声)/same(adj.相同的)/lame(adj.跛的)
devil<,>/ˈdevl/<,>/ˈdɛvəl/<,>n.魔鬼/n.恶魔<,>The devil is often depicted with horns and a tail.<,>魔鬼通常被描绘成有角和尾巴的形象。<,>He played the devil in the school play.<,>他在学校话剧里扮演魔鬼。<,>She believes the devil tempted her to do wrong.<,>她认为是魔鬼诱惑她做坏事。<,>evil(邪恶的)+d→邪恶的存在→魔鬼<,>evil(adj.邪恶的)/divine(adj.神圣的)

imagination<,>/ɪˌmædʒɪˈneɪʃn/<,>/ɪˌmædʒəˈneɪʃən/<,>n.想象/n.想象力/n.空想<,>Children have vivid imaginations.<,>孩子们有生动的想象力。<,>The story is a product of her wild imagination.<,>这个故事是她丰富想象的产物。<,>His imagination ran wild with possibilities.<,>他的想象力在各种可能性中驰骋。<,>image(图像)+ation→在脑海中形成图像→想象<,>imaginary(adj.想象的)/imaginative(adj.富有想象力的)
